297.000,338.000,98.000,40.000
297.797,338.266,98.000,40.000
298.594,339.062,98.000,40.000
298.859,339.328,98.000,40.000
299.125,339.594,98.000,40.000
298.859,339.859,98.000,40.000
299.125,340.656,98.000,40.000
298.859,340.390,98.000,40.000
299.125,340.125,98.000,40.000
298.859,340.390,98.000,40.000
299.125,340.656,98.000,40.000
298.859,340.921,98.000,40.000
299.125,341.187,98.000,40.000
298.328,340.921,98.000,40.000
298.594,341.187,98.000,40.000
298.328,340.921,98.000,40.000
298.594,341.718,98.000,40.000
298.328,341.453,98.000,40.000
298.062,341.187,98.000,40.000
297.266,341.453,98.000,40.000
297.000,341.718,98.000,40.000
296.734,341.984,98.000,40.000
297.000,342.249,98.000,40.000
295.672,341.984,98.000,40.000
295.938,342.249,98.000,40.000
295.672,341.984,98.000,40.000
295.406,342.249,98.000,40.000
294.610,341.984,98.000,40.000
294.344,342.249,98.000,40.000
290.891,341.453,98.000,40.000
291.157,341.718,98.000,40.000
290.360,341.984,98.000,40.000
290.095,342.249,98.000,40.000
289.298,341.984,98.000,40.000
289.032,342.249,98.000,40.000
287.704,341.984,98.000,40.000
287.970,342.781,98.000,40.000
287.704,342.515,98.000,40.000
286.908,342.249,98.000,40.000
286.642,341.984,98.000,40.000
285.845,342.249,98.000,40.000
285.580,341.453,98.000,40.000
284.783,341.718,98.000,40.000
283.986,341.984,98.000,40.000
283.721,342.249,98.000,40.000
282.393,341.984,98.000,40.000
281.596,342.781,98.000,40.000
281.862,342.515,98.000,40.000
281.596,342.249,98.000,40.000
280.268,341.984,98.000,40.000
280.002,342.249,98.000,40.000
279.206,341.453,98.000,40.000
279.471,341.718,98.000,40.000
279.206,341.984,98.000,40.000
278.940,342.249,98.000,40.000
279.206,341.453,98.000,40.000
278.409,341.718,98.000,40.000
278.674,341.984,98.000,40.000
278.409,342.249,98.000,40.000
278.143,341.984,98.000,40.000
277.347,342.781,98.000,40.000
277.612,343.046,98.000,40.000
277.347,342.781,98.000,40.000
277.081,343.577,98.000,40.000
276.815,343.843,98.000,40.000
277.081,344.640,98.000,40.000
275.753,344.905,98.000,40.000
276.019,345.702,98.000,40.000
274.691,346.499,98.000,40.000
274.956,347.296,98.000,40.000
275.222,347.561,98.000,40.000
273.363,348.889,98.000,40.000
273.628,349.686,98.000,40.000
273.363,350.483,98.000,40.000
272.566,351.279,98.000,40.000
272.300,351.545,98.000,40.000
271.504,352.342,98.000,40.000
271.769,353.138,98.000,40.000
271.504,353.935,98.000,40.000
270.707,354.732,98.000,40.000
270.973,354.998,98.000,40.000
270.707,355.794,98.000,40.000
269.910,356.060,98.000,40.000
270.176,356.326,98.000,40.000
268.848,356.591,98.000,40.000
269.113,357.388,98.000,40.000
267.785,357.653,98.000,40.000
268.582,357.919,98.000,40.000
268.317,358.716,98.000,40.000
268.051,358.450,98.000,40.000
267.785,358.716,98.000,40.000
268.051,358.981,98.000,40.000
267.254,359.247,98.000,40.000
266.989,358.981,98.000,40.000
267.254,359.778,98.000,40.000
266.458,360.044,98.000,40.000
266.723,359.778,98.000,40.000
266.989,360.575,98.000,40.000
267.254,360.841,98.000,40.000
265.926,361.637,98.000,40.000
266.723,361.903,98.000,40.000
266.989,362.700,98.000,40.000
266.723,362.434,98.000,40.000
266.989,362.700,98.000,40.000
267.254,363.496,98.000,40.000
266.458,363.231,98.000,40.000
267.254,363.496,98.000,40.000
267.520,364.293,98.000,40.000
267.785,351.811,98.000,40.000
268.582,336.672,98.000,40.000
268.848,320.471,98.000,40.000
269.113,315.425,98.000,40.000
268.848,317.284,98.000,40.000
269.645,318.612,98.000,40.000
269.910,319.409,98.000,40.000
270.707,319.143,98.000,40.000
270.973,319.940,98.000,40.000
271.769,320.737,98.000,40.000
272.035,321.002,98.000,40.000
272.300,320.737,98.000,40.000
273.097,321.533,98.000,40.000
