281.000,32.000,3.000,4.000
281.209,35.221,3.066,4.089
281.394,38.572,3.134,4.179
281.523,41.573,3.134,4.179
280.906,44.890,3.134,4.179
281.293,48.724,3.134,4.179
281.911,51.955,3.134,4.179
281.437,53.606,3.134,4.179
280.906,57.440,3.134,4.179
281.466,60.412,3.134,4.179
281.308,63.270,3.134,4.179
282.098,65.783,3.134,4.179
281.652,69.617,3.134,4.179
281.380,72.876,3.134,4.179
282.054,75.849,3.134,4.179
281.408,78.821,3.134,4.179
281.767,82.109,3.134,4.179
281.179,84.249,3.134,4.179
281.308,87.537,3.134,4.179
281.322,90.825,3.134,4.179
281.538,94.114,3.134,4.179
280.891,96.655,3.134,4.179
281.135,100.001,3.134,4.179
281.408,102.198,3.134,4.179
281.681,105.544,3.134,4.179
280.575,109.349,3.134,4.179
280.590,111.833,3.134,4.179
281.993,115.573,3.067,4.090
281.449,118.633,3.135,4.180
280.832,122.468,3.135,4.180
281.076,125.126,3.135,4.180
281.320,127.611,3.135,4.180
281.507,131.446,3.135,4.180
280.516,134.362,3.135,4.180
279.927,136.416,3.135,4.180
280.630,140.251,3.135,4.180
280.013,142.707,3.135,4.180
280.171,146.025,3.135,4.180
280.472,148.568,3.135,4.180
279.252,151.886,3.135,4.180
279.467,154.888,3.135,4.180
278.763,158.292,3.135,4.180
278.691,160.633,3.135,4.180
281.464,163.722,3.135,4.180
278.462,167.557,3.135,4.180
278.648,171.392,3.135,4.180
279.094,173.906,3.135,4.180
278.993,177.310,3.135,4.180
279.323,181.116,3.135,4.180
279.625,182.998,3.135,4.180
278.864,184.535,3.135,4.180
282.182,188.468,3.205,4.273
279.024,192.487,3.276,4.367
278.910,195.662,3.348,4.464
278.340,197.705,3.277,4.369
279.253,200.881,3.349,4.465
279.600,201.446,3.278,4.370
282.882,205.558,3.350,4.467
282.222,206.340,3.350,4.467
279.536,208.873,3.350,4.467
278.965,212.841,3.279,4.372
281.656,212.995,3.351,4.468
282.145,213.280,3.425,4.567
282.408,213.979,3.352,4.470
282.116,214.118,3.352,4.470
281.517,214.317,3.352,4.470
281.815,213.838,3.427,4.569
279.969,218.136,3.502,4.670
280.346,219.366,3.580,4.773
